restaurant_id,order_hour,day_of_week,actual_prep_time_min,observed_prep_time_min,rush_index,reliability_score,for_bias,rf_pred,baseline_error,rf_error
115,4,3,15.98,21.38,0.495176848874598,0.1807946143783164,5.399999999999999,19.135399999999994,5.399999999999999,3.155399999999993
21,17,5,18.7,18.7,0.49342105263157904,0.6339646564704018,0.0,19.631999999999998,0.0,0.9319999999999986
63,15,6,10.97,14.82,0.48916408668730643,0.1864072999503916,3.8499999999999996,11.973199999999993,3.8499999999999996,1.0031999999999925
196,17,4,31.17,39.05,0.4928571428571428,0.1418911145483133,7.8799999999999955,18.95200000000001,7.8799999999999955,12.217999999999993
37,15,6,19.65,21.6,0.4982817869415808,0.4053311349271778,1.9500000000000028,20.641400000000008,1.9500000000000028,0.9914000000000094
30,6,2,25.91,28.0,0.4968152866242038,0.3357720026206595,2.09,24.924499999999988,2.09,0.9855000000000125
75,16,2,15.82,16.88,0.9902280130293161,0.376528658893512,1.0599999999999987,22.280450000000005,1.0599999999999987,6.460450000000005
129,6,2,22.76,24.69,0.4884488448844884,0.4456131194925631,1.9299999999999997,24.2405,1.9299999999999997,1.4804999999999993
74,4,5,14.03,16.71,0.49358974358974356,0.20936360682958524,2.6800000000000015,12.592700000000004,2.6800000000000015,1.4372999999999951
130,11,3,31.14,33.33,0.49846153846153846,0.3362368276786258,2.1899999999999977,28.42515000000001,2.1899999999999977,2.7148499999999913
68,8,6,16.49,16.49,0.49258160237388726,0.9924985574148874,0.0,17.098100000000006,0.0,0.6081000000000074
192,18,0,20.82,25.03,0.4981549815498156,0.19782762868127354,4.210000000000001,20.968699999999984,4.210000000000001,0.14869999999998385
176,21,5,17.45,21.94,0.4966666666666666,0.1915844188475098,4.490000000000002,18.199799999999993,4.490000000000002,0.7497999999999934
10,12,2,35.915,40.03,0.4907063197026022,0.17633482872183182,4.115000000000002,27.879949999999997,4.115000000000002,8.035050000000002
77,17,0,9.76,14.1,0.4913494809688581,0.2543813243587002,4.34,12.986799999999992,4.34,3.226799999999992
199,12,2,20.57,25.14,0.49546827794561926,0.18977241686674237,4.57,23.564549999999983,4.57,2.9945499999999825
63,20,3,25.58,30.58,0.48916408668730643,0.1864072999503916,5.0,24.68699999999999,5.0,0.8930000000000078
153,13,5,30.41,30.41,0.49811320754716976,0.5819592628516004,0.0,26.041700000000002,0.0,4.368299999999998
102,14,2,13.13,17.94,0.4962406015037594,0.16506233483846908,4.8100000000000005,14.672800000000002,4.8100000000000005,1.5428000000000015
39,3,5,20.95,24.79,0.49117647058823527,0.25537555802483575,3.84,20.194699999999997,3.84,0.7553000000000019
24,14,5,19.44,19.96,0.4966666666666666,0.5804709385962699,0.5199999999999996,19.58815,0.5199999999999996,0.14814999999999756
94,6,3,14.94,16.67,0.4933333333333333,0.545664087306254,1.7300000000000022,16.31399999999999,1.7300000000000022,1.37399999999999
161,9,0,19.81,26.49,0.48736462093862815,0.15464662523486053,6.68,21.197700000000005,6.68,1.387700000000006
194,22,0,14.12,16.26,0.4961832061068702,0.24101665205959688,2.1400000000000023,13.902100000000008,2.1400000000000023,0.21789999999999132
129,1,1,21.71,23.12,0.4884488448844884,0.4456131194925631,1.4100000000000001,22.715600000000006,1.4100000000000001,1.0056000000000047
140,15,5,18.62,22.3,0.49526813880126186,0.3261301869282779,3.6799999999999997,20.959200000000006,3.6799999999999997,2.3392000000000053
48,17,6,14.87,20.93,0.4983277591973244,0.15429392993652907,6.0600000000000005,14.241999999999988,6.0600000000000005,0.6280000000000108
97,6,1,25.24,28.51,0.49180327868852464,0.250639653281813,3.270000000000003,22.261999999999997,3.270000000000003,2.9780000000000015
19,1,3,17.9,21.14,0.48895899053627767,0.29292870115413905,3.240000000000002,20.091650000000005,3.240000000000002,2.1916500000000063
105,22,6,15.8,23.1,0.49511400651465803,0.11709487612337899,7.300000000000001,15.048200000000017,7.300000000000001,0.7517999999999834
109,13,2,22.87,26.33,0.49484536082474234,0.2418710301602659,3.4599999999999973,26.822349999999993,3.4599999999999973,3.952349999999992
87,21,0,23.97,26.46,0.4984709480122324,0.1683524540085534,2.490000000000002,20.729199999999995,2.490000000000002,3.2408000000000037
21,6,6,19.04,20.74,0.49342105263157904,0.6339646564704018,1.6999999999999993,21.637199999999993,1.6999999999999993,2.5971999999999937
127,18,0,5.12,12.64,0.49549549549549554,0.12378944625164626,7.5200000000000005,5.394400000000001,7.5200000000000005,0.27440000000000087
181,19,0,33.47,36.89,0.48666666666666664,0.24835062789517443,3.4200000000000017,29.127299999999988,3.4200000000000017,4.342700000000011
48,23,5,23.86,27.75,0.4983277591973244,0.15429392993652907,3.8900000000000006,19.446699999999986,3.8900000000000006,4.413300000000014
31,8,6,19.14,19.14,0.4947735191637631,0.9654940811015027,0.0,21.45310000000001,0.0,2.3131000000000093
43,13,6,17.56,21.37,0.49027237354085607,0.14669021305685315,3.8100000000000023,14.396900000000002,3.8100000000000023,3.1630999999999965
79,18,2,5.0,6.94,0.4906832298136645,0.2339953767042506,1.9400000000000004,5.433500000000001,1.9400000000000004,0.43350000000000133
152,6,6,25.11,32.49,0.4931972789115646,0.12550079644736206,7.380000000000003,21.43379999999999,7.380000000000003,3.6762000000000086
85,9,0,19.61,22.5,0.4982578397212543,0.24163399288775417,2.8900000000000006,19.03519999999999,2.8900000000000006,0.5748000000000104
94,1,6,16.26,16.26,0.4933333333333333,0.545664087306254,0.0,16.189099999999986,0.0,0.07090000000001595
137,21,6,19.16,19.5,0.49824561403508766,0.3944560988291826,0.33999999999999986,19.714949999999998,0.33999999999999986,0.5549499999999981
34,4,5,17.78,20.4,0.4954128440366972,0.25966532025389494,2.6199999999999974,20.484199999999998,2.6199999999999974,2.7041999999999966
90,17,2,22.22,26.85,0.495176848874598,0.16054002123679023,4.630000000000003,20.951600000000006,4.630000000000003,1.2683999999999926
61,6,0,14.95,16.41,0.49337748344370863,0.2954919460426902,1.4600000000000009,15.327300000000005,1.4600000000000009,0.3773000000000053
40,16,4,11.9,15.92,0.9805194805194807,0.21518414468572014,4.02,14.200699999999998,4.02,2.3006999999999973
105,6,0,29.04,36.42,0.49511400651465803,0.11709487612337899,7.380000000000003,24.089850000000002,7.380000000000003,4.950149999999997
200,4,5,11.95,15.7,0.49491525423728805,0.163850629844622,3.75,10.5637,3.75,1.3862999999999985
84,7,0,18.12,19.5,0.49473684210526325,0.5039088254685882,1.379999999999999,19.17850000000001,1.379999999999999,1.0585000000000093
148,3,2,15.28,18.97,0.4964028776978417,0.23234881627697654,3.6899999999999995,15.161999999999999,3.6899999999999995,0.11800000000000033
56,8,0,8.67,12.77,0.49363057324840764,0.3115946694135067,4.1,14.239000000000003,4.1,5.569000000000003
186,13,5,14.55,14.55,0.4927953890489914,0.356940050296098,0.0,20.82619999999999,0.0,6.276199999999989
200,4,5,15.86,20.14,0.49491525423728805,0.163850629844622,4.280000000000001,13.33699999999999,4.280000000000001,2.5230000000000086
66,2,0,20.01,24.22,0.48843930635838145,0.16365253483545805,4.209999999999997,17.82879999999998,4.209999999999997,2.181200000000022
121,13,3,27.88,27.88,0.49230769230769234,0.8136303218270431,0.0,29.10845,0.0,1.2284500000000023
192,21,4,21.48,27.05,0.4981549815498156,0.19782762868127354,5.57,22.499299999999998,5.57,1.0192999999999977
45,15,0,18.82,18.82,0.4965753424657534,0.9926593259926593,0.0,20.961199999999977,0.0,2.1411999999999765
36,9,1,27.85,29.35,0.49363057324840764,0.5070823904115329,1.5,26.88605,1.5,0.9639500000000005
174,15,0,17.34,19.21,0.4964028776978417,0.30671486471683646,1.870000000000001,22.907200000000003,1.870000000000001,5.567200000000003
45,7,2,18.37,18.37,0.4965753424657534,0.9926593259926593,0.0,20.232899999999994,0.0,1.8628999999999927
65,15,2,12.87,15.36,0.4886731391585761,0.3376712635778213,2.49,18.894599999999997,2.49,6.024599999999998
7,16,4,24.54,27.99,0.5,0.18383761011106856,3.4499999999999993,21.43449999999999,3.4499999999999993,3.10550000000001
81,3,0,25.64,28.26,0.49291784702549574,0.26726057906458794,2.620000000000001,23.415500000000012,2.620000000000001,2.2244999999999884
4,19,5,19.38,22.5,0.49606299212598426,0.22862685326312876,3.120000000000001,23.266199999999998,3.120000000000001,3.8861999999999988
136,21,4,30.9,36.29,0.4877192982456141,0.1486899212345282,5.390000000000001,27.647199999999998,5.390000000000001,3.2528000000000006
160,22,0,11.82,13.22,0.49846153846153846,0.3299886337248384,1.4000000000000004,15.83140000000001,1.4000000000000004,4.011400000000009
111,12,0,17.36,18.43,0.4945054945054945,0.2515897471407633,1.0700000000000003,15.478600000000013,1.0700000000000003,1.8813999999999869
10,7,1,22.6,27.48,0.4907063197026022,0.17633482872183182,4.879999999999999,20.657699999999995,4.879999999999999,1.9423000000000066
138,12,5,19.25,19.25,0.4919093851132686,0.46672231919253243,0.0,21.68165,0.0,2.431650000000001
40,1,3,21.76,24.9,0.49025974025974034,0.21518414468572014,3.139999999999997,20.932299999999994,3.139999999999997,0.8277000000000072
117,22,3,17.36,19.46,0.49358974358974356,0.2502831867954043,2.1000000000000014,19.131200000000003,2.1000000000000014,1.7712000000000039
45,12,5,13.44,13.44,0.4965753424657534,0.9926593259926593,0.0,17.55135,0.0,4.11135
12,8,5,17.58,19.45,0.49290780141843976,0.46812494680398337,1.870000000000001,20.545800000000007,1.870000000000001,2.9658000000000087
119,2,3,11.9,18.0,0.4874213836477987,0.14550203931992117,6.1,13.143200000000004,6.1,1.2432000000000034
23,21,3,18.34,20.2,0.4947735191637631,0.23153740839172104,1.8599999999999994,19.469200000000004,1.8599999999999994,1.1292000000000044
34,6,0,17.79,20.03,0.4954128440366972,0.25966532025389494,2.240000000000002,18.554500000000015,2.240000000000002,0.764500000000016
103,0,6,12.64,17.08,0.49632352941176466,0.20305769401374088,4.439999999999998,14.09910000000001,4.439999999999998,1.45910000000001
114,9,4,14.0,14.0,0.4919614147909968,0.6185664368684484,0.0,13.922400000000005,0.0,0.077599999999995
73,20,0,28.96,35.41,0.49549549549549554,0.12903410801588552,6.449999999999996,28.788600000000027,6.449999999999996,0.17139999999997357
164,4,5,22.84,24.56,0.49488054607508525,0.6315250476488493,1.7199999999999989,23.04119999999999,1.7199999999999989,0.2011999999999894
161,19,3,27.56,33.85,0.48736462093862815,0.15464662523486053,6.290000000000003,27.00625000000002,6.290000000000003,0.5537499999999795
121,17,1,12.62,13.07,0.49230769230769234,0.8136303218270431,0.45000000000000107,19.905349999999995,0.45000000000000107,7.285349999999996
110,1,3,15.98,19.07,0.48880597014925364,0.21006768847739826,3.09,16.079200000000018,3.09,0.0992000000000175
113,5,4,23.1,30.14,0.49211356466876977,0.15341559445546452,7.039999999999999,22.32419999999999,7.039999999999999,0.7758000000000109
144,20,2,23.49,27.29,0.48376623376623373,0.19717166361520044,3.8000000000000007,21.8673,3.8000000000000007,1.6226999999999983
167,18,6,16.98,16.98,0.4957507082152975,0.5795118417610722,0.0,19.1576,0.0,2.177599999999998
64,1,2,17.16,19.43,0.49629629629629624,0.44668016447849046,2.2699999999999996,20.187199999999997,2.2699999999999996,3.027199999999997
91,0,2,22.31,22.31,0.4968553459119497,0.8626591811584281,0.0,24.631400000000003,0.0,2.321400000000004
143,13,3,17.33,17.37,0.4966442953020134,0.8396893149534671,0.0400000000000027,22.020600000000005,0.0400000000000027,4.690600000000007
90,22,6,23.96,29.34,0.495176848874598,0.16054002123679023,5.379999999999999,24.092750000000002,5.379999999999999,0.13275000000000148
195,1,0,13.34,17.2,0.494949494949495,0.16977214053204626,3.8599999999999994,11.215200000000003,3.8599999999999994,2.124799999999997
84,21,4,22.97,22.97,0.49473684210526325,0.5039088254685882,0.0,24.209850000000003,0.0,1.2398500000000041
164,10,0,21.32,21.32,0.49488054607508525,0.6315250476488493,0.0,20.537049999999986,0.0,0.7829500000000138
186,3,5,18.29,19.58,0.4927953890489914,0.356940050296098,1.2899999999999991,18.871600000000015,1.2899999999999991,0.5816000000000159
78,2,1,35.915,40.03,0.49621212121212127,0.2153565808001325,4.115000000000002,22.125449999999997,4.115000000000002,13.789550000000002
91,8,6,32.86,32.86,0.4968553459119497,0.8626591811584281,0.0,31.653350000000014,0.0,1.2066499999999856
8,9,2,23.52,28.28,0.49234693877551017,0.21129755910157372,4.760000000000002,24.11249999999999,4.760000000000002,0.5924999999999905
198,19,6,31.56,37.45,0.49491525423728805,0.1693467523303747,5.890000000000004,25.721400000000006,5.890000000000004,5.8385999999999925
74,22,6,18.62,23.62,0.49358974358974356,0.20936360682958524,5.0,18.265499999999992,5.0,0.3545000000000087
180,19,4,22.0,24.29,0.49668874172185423,0.30136132183310815,2.289999999999999,24.1202,2.289999999999999,2.1202000000000005
62,0,3,16.52,19.89,0.4915824915824916,0.17766518338172516,3.370000000000001,14.876800000000003,3.370000000000001,1.6431999999999967
27,6,1,16.18,18.73,0.49621212121212127,0.4253796612864753,2.5500000000000007,17.94260000000001,2.5500000000000007,1.7626000000000097
140,0,1,17.14,20.46,0.49526813880126186,0.3261301869282779,3.3200000000000003,20.409599999999987,3.3200000000000003,3.2695999999999863
199,1,4,19.28,24.5,0.49546827794561926,0.18977241686674237,5.219999999999999,21.00409999999999,5.219999999999999,1.7240999999999893
99,19,5,18.76,20.58,0.495016611295681,0.31790654598478774,1.8199999999999967,25.814200000000007,1.8199999999999967,7.054200000000005
99,21,2,35.915,40.03,0.495016611295681,0.31790654598478774,4.115000000000002,24.840049999999998,4.115000000000002,11.074950000000001
80,21,1,18.8,23.2,0.49857549857549854,0.20013193883374963,4.399999999999999,19.675199999999993,4.399999999999999,0.8751999999999924
139,8,5,21.97,26.77,0.4931972789115646,0.16984880423408805,4.800000000000001,21.8105,4.800000000000001,0.15949999999999775
47,6,1,21.93,29.53,0.49572649572649574,0.1219136234970993,7.600000000000001,21.908900000000017,7.600000000000001,0.0210999999999828
165,15,2,24.55,26.47,0.9764309764309763,0.4139319809069212,1.9199999999999982,23.441900000000004,1.9199999999999982,1.1080999999999968
10,5,1,18.1,24.03,0.4907063197026022,0.17633482872183182,5.93,19.44969999999999,5.93,1.349699999999988
12,19,5,15.2,15.52,0.49290780141843976,0.46812494680398337,0.3200000000000003,22.07435,0.3200000000000003,6.87435
18,11,1,35.915,38.6,0.4942528735632184,0.44874007594062826,2.6850000000000023,29.11059999999999,2.6850000000000023,6.804400000000008
184,12,0,20.53,22.86,0.4956011730205279,0.28994940678718306,2.3299999999999983,22.80025000000001,2.3299999999999983,2.270250000000008
157,8,5,23.71,27.39,0.4922600619195047,0.2221437735166737,3.6799999999999997,22.694699999999997,3.6799999999999997,1.0153000000000034
168,11,5,23.96,23.96,0.4967532467532468,0.8842671194114318,0.0,25.69985,0.0,1.7398500000000006
39,17,5,21.29,24.62,0.49117647058823527,0.25537555802483575,3.330000000000002,20.06819999999999,3.330000000000002,1.2218000000000089
14,2,2,13.4,13.55,0.4982332155477032,0.6486117432862994,0.15000000000000036,17.015399999999996,0.15000000000000036,3.6153999999999957
155,18,2,23.7,29.03,0.4965986394557823,0.23107109420131072,5.330000000000002,22.538599999999995,5.330000000000002,1.161400000000004
103,23,1,14.69,19.24,0.49632352941176466,0.20305769401374088,4.549999999999999,17.622799999999977,4.549999999999999,2.932799999999977
118,15,3,15.43,15.9,0.4966442953020134,0.7321461810510641,0.47000000000000064,15.7864,0.47000000000000064,0.3564000000000007
16,23,5,13.24,18.86,0.4968553459119497,0.17808506180599204,5.619999999999999,14.729300000000013,5.619999999999999,1.4893000000000125
148,20,3,15.47,18.7,0.4964028776978417,0.23234881627697654,3.2299999999999986,15.6783,3.2299999999999986,0.20829999999999949
171,20,3,14.57,20.63,0.4982817869415808,0.13519326491734776,6.059999999999999,13.751600000000002,6.059999999999999,0.8183999999999987
8,2,5,9.38,13.78,0.49234693877551017,0.21129755910157372,4.399999999999999,10.3188,4.399999999999999,0.9387999999999987
49,10,3,15.88,18.9,0.49614395886889456,0.2781033005089815,3.019999999999998,18.24190000000001,3.019999999999998,2.361900000000011
19,22,1,26.51,28.06,0.48895899053627767,0.29292870115413905,1.5499999999999972,23.933799999999977,1.5499999999999972,2.576200000000025
170,14,2,17.34,19.97,0.49603174603174605,0.1785566365083894,2.629999999999999,15.494200000000017,2.629999999999999,1.8457999999999828
134,10,4,14.6,14.6,0.49671052631578944,0.716824644549763,0.0,13.741400000000008,0.0,0.858599999999992
77,12,3,26.93,28.39,0.4913494809688581,0.2543813243587002,1.4600000000000009,23.96140000000001,1.4600000000000009,2.9685999999999915
20,3,4,14.65,18.12,0.48991354466858794,0.19873883028002748,3.4700000000000006,13.443399999999999,3.4700000000000006,1.2066000000000017
110,9,6,17.47,21.92,0.48880597014925364,0.21006768847739826,4.450000000000003,19.395599999999977,4.450000000000003,1.925599999999978
18,4,6,16.35,19.22,0.4942528735632184,0.44874007594062826,2.8699999999999974,18.198899999999995,2.8699999999999974,1.8488999999999933
57,13,1,27.19,29.9,0.4911242603550296,0.315967746012487,2.7099999999999973,25.182599999999983,2.7099999999999973,2.0074000000000183
162,15,4,18.18,20.53,0.4969512195121951,0.2691948715429582,2.3500000000000014,18.276649999999997,2.3500000000000014,0.0966499999999968
6,9,1,21.47,24.95,0.4966216216216216,0.19339014496399484,3.4800000000000004,19.3817,3.4800000000000004,2.0883000000000003
26,23,6,19.7,21.27,0.4939759036144578,0.2699478937786427,1.5700000000000003,20.199300000000004,1.5700000000000003,0.4993000000000052
177,20,2,13.74,20.54,0.49523809523809526,0.12066306299293052,6.799999999999999,12.633200000000004,6.799999999999999,1.1067999999999962
162,23,3,17.72,20.15,0.4969512195121951,0.2691948715429582,2.4299999999999997,21.3767,2.4299999999999997,3.6567000000000007
77,17,5,7.71,10.45,0.4913494809688581,0.2543813243587002,2.7399999999999993,9.159700000000004,2.7399999999999993,1.4497000000000044
13,10,5,15.41,17.16,0.48951048951048953,0.3169901525190324,1.75,17.840300000000003,1.75,2.4303000000000026
170,12,4,26.43,31.14,0.49603174603174605,0.1785566365083894,4.710000000000001,23.795199999999987,4.710000000000001,2.6348000000000127
134,0,2,14.98,14.98,0.49671052631578944,0.716824644549763,0.0,14.780400000000009,0.0,0.19959999999999134
44,2,3,21.09,26.17,0.4938650306748466,0.16527505073944057,5.080000000000002,19.4679,5.080000000000002,1.6220999999999997
112,13,5,27.24,31.62,0.5,0.17703318292709255,4.380000000000003,25.776999999999983,4.380000000000003,1.4630000000000152
146,19,3,14.59,16.95,0.49842271293375395,0.33241287249218043,2.3599999999999994,20.774100000000004,2.3599999999999994,6.184100000000004
11,1,1,18.21,21.14,0.49504950495049505,0.25580459829394836,2.9299999999999997,18.825699999999998,2.9299999999999997,0.6156999999999968
43,23,3,17.28,24.37,0.49027237354085607,0.14669021305685315,7.09,17.662299999999973,7.09,0.38229999999997233
169,0,1,21.34,24.68,0.4967741935483871,0.4236669101533966,3.34,22.18709999999999,3.34,0.8470999999999904
106,12,6,12.77,15.86,0.4892086330935252,0.2338039909324713,3.09,13.677100000000005,3.09,0.9071000000000051
35,6,3,16.65,21.92,0.49473684210526325,0.17736289381563594,5.270000000000003,16.097699999999996,5.270000000000003,0.5523000000000025
180,8,4,21.58,25.27,0.49668874172185423,0.30136132183310815,3.6900000000000013,21.05435,3.6900000000000013,0.5256499999999988
152,5,4,23.41,28.83,0.4931972789115646,0.12550079644736206,5.419999999999998,18.345600000000015,5.419999999999998,5.064399999999985
158,6,4,19.63,19.63,0.4901408450704226,0.8507152309534312,0.0,19.79310000000001,0.0,0.16310000000001068
28,17,6,24.79,26.3,0.49354838709677423,0.39762748931376113,1.5100000000000016,21.915950000000006,1.5100000000000016,2.8740499999999933
180,23,2,19.02,21.68,0.49668874172185423,0.30136132183310815,2.66,19.835399999999996,2.66,0.8153999999999968
120,4,0,16.35,20.45,0.49374999999999997,0.20501321374229198,4.099999999999998,15.190100000000006,4.099999999999998,1.159899999999995
112,19,5,30.06,35.15,0.5,0.17703318292709255,5.09,27.81185,5.09,2.248149999999999
172,3,6,24.19,26.26,0.49683544303797467,0.37764580478148313,2.0700000000000003,25.51299999999998,2.0700000000000003,1.322999999999979
83,6,3,18.5,23.19,0.49514563106796117,0.17089148390771858,4.690000000000001,20.440699999999996,4.690000000000001,1.940699999999996
136,18,5,20.9,28.6,0.4877192982456141,0.1486899212345282,7.700000000000003,23.19699999999999,7.700000000000003,2.29699999999999
31,18,5,28.01,28.01,0.4947735191637631,0.9654940811015027,0.0,27.934250000000006,0.0,0.07574999999999577
30,17,0,11.5,14.69,0.4968152866242038,0.3357720026206595,3.1899999999999995,16.872799999999998,3.1899999999999995,5.372799999999998
179,21,1,22.39,28.33,0.49211356466876977,0.13787131251210646,5.939999999999998,20.301799999999997,5.939999999999998,2.088200000000004
39,12,3,19.92,20.55,0.49117647058823527,0.25537555802483575,0.629999999999999,17.882899999999996,0.629999999999999,2.037100000000006
54,2,5,17.56,20.56,0.495016611295681,0.25178874923938815,3.0,18.2391,3.0,0.6791000000000018
155,19,0,22.51,25.46,0.4965986394557823,0.23107109420131072,2.9499999999999993,21.15169999999999,2.9499999999999993,1.3583000000000105
28,15,2,11.43,12.94,0.49354838709677423,0.39762748931376113,1.5099999999999998,15.835800000000008,1.5099999999999998,4.405800000000008
144,3,0,14.62,17.58,0.48376623376623373,0.19717166361520044,2.959999999999999,12.572699999999998,2.959999999999999,2.0473000000000017
199,20,4,26.49,29.91,0.49546827794561926,0.18977241686674237,3.4200000000000017,23.68550000000001,3.4200000000000017,2.8044999999999867
166,22,1,18.8,22.26,0.4980988593155894,0.20016984107727767,3.460000000000001,17.927899999999994,3.460000000000001,0.8721000000000068
40,3,3,23.99,26.72,0.49025974025974034,0.21518414468572014,2.7300000000000004,23.106100000000016,2.7300000000000004,0.8838999999999828
65,22,2,12.09,14.54,0.4886731391585761,0.3376712635778213,2.4499999999999993,19.25580000000001,2.4499999999999993,7.1658000000000115
56,22,3,20.86,23.63,0.49363057324840764,0.3115946694135067,2.7699999999999996,23.248399999999997,2.7699999999999996,2.388399999999997
136,6,1,12.4,17.37,0.4877192982456141,0.1486899212345282,4.970000000000001,11.455799999999996,4.970000000000001,0.9442000000000039
195,18,1,20.22,25.26,0.494949494949495,0.16977214053204626,5.040000000000003,19.931000000000008,5.040000000000003,0.2889999999999908
176,11,1,22.2,26.17,0.4966666666666666,0.1915844188475098,3.9700000000000024,20.733600000000006,3.9700000000000024,1.466399999999993
22,5,3,28.46,28.55,0.49612403100775193,0.5075891977133845,0.08999999999999986,26.3198,0.08999999999999986,2.1402
17,19,1,21.77,24.34,0.4931506849315069,0.28451882845188287,2.5700000000000003,24.46630000000001,2.5700000000000003,2.6963000000000115
18,20,0,11.9,15.47,0.4942528735632184,0.44874007594062826,3.5700000000000003,21.848050000000008,3.5700000000000003,9.948050000000007
108,22,2,15.07,15.07,0.49019607843137253,0.7071302298173247,0.0,18.393900000000006,0.0,3.3239000000000054
76,3,6,20.35,21.18,0.4938650306748466,0.33854269180805413,0.8299999999999983,19.874400000000023,0.8299999999999983,0.4755999999999787
85,12,5,25.65,29.91,0.4982578397212543,0.24163399288775417,4.260000000000002,21.4811,4.260000000000002,4.168899999999997
29,11,2,16.68,17.98,0.4947735191637631,0.3252176741023253,1.3000000000000007,19.46839999999999,1.3000000000000007,2.7883999999999887
131,3,4,24.37,26.99,0.4965034965034965,0.26442018771648035,2.6199999999999974,25.969700000000007,2.6199999999999974,1.5997000000000057
103,15,3,26.97,30.21,0.49632352941176466,0.20305769401374088,3.240000000000002,21.17275,3.240000000000002,5.797249999999998
90,14,6,14.89,18.44,0.495176848874598,0.16054002123679023,3.5500000000000007,13.541999999999994,3.5500000000000007,1.348000000000006
34,22,0,14.09,17.17,0.4954128440366972,0.25966532025389494,3.080000000000002,10.151500000000018,3.080000000000002,3.9384999999999817
35,3,1,12.61,17.33,0.49473684210526325,0.17736289381563594,4.719999999999999,12.573500000000003,4.719999999999999,0.036499999999996646
177,14,3,19.28,27.04,0.49523809523809526,0.12066306299293052,7.759999999999998,19.307600000000008,7.759999999999998,0.02760000000000673
189,4,1,18.37,25.22,0.49609375,0.12337775708549145,6.849999999999998,17.516700000000004,6.849999999999998,0.8532999999999973
194,10,6,18.5,21.98,0.4961832061068702,0.24101665205959688,3.4800000000000004,17.763400000000015,3.4800000000000004,0.736599999999985
52,7,5,19.3,20.61,0.4938271604938272,0.3451274162263393,1.3099999999999987,20.063,1.3099999999999987,0.7629999999999981
44,1,3,14.99,20.31,0.4938650306748466,0.16527505073944057,5.3199999999999985,14.017300000000013,5.3199999999999985,0.9726999999999872
177,10,1,25.04,33.26,0.49523809523809526,0.12066306299293052,8.219999999999999,25.105799999999995,8.219999999999999,0.06579999999999586
143,1,1,16.55,16.55,0.4966442953020134,0.8396893149534671,0.0,17.058500000000002,0.0,0.5085000000000015
57,18,2,20.22,22.19,0.4911242603550296,0.315967746012487,1.9700000000000024,20.576699999999988,1.9700000000000024,0.35669999999998936
1,16,5,10.86,14.37,0.4919093851132686,0.21769500415677467,3.51,12.138100000000009,3.51,1.2781000000000091
104,7,6,11.12,12.36,0.4928774928774929,0.8518100964549667,1.2400000000000002,13.782,1.2400000000000002,2.662000000000001
127,13,5,33.47,40.03,0.49549549549549554,0.12378944625164626,6.560000000000002,31.65315000000001,6.560000000000002,1.816849999999988
95,19,4,19.56,19.56,0.495016611295681,0.9243027888446216,0.0,25.311450000000004,0.0,5.7514500000000055
69,15,2,17.75,21.39,0.49290780141843976,0.2028737343656939,3.6400000000000006,16.84560000000001,3.6400000000000006,0.9043999999999883
194,12,4,32.86,36.47,0.4961832061068702,0.24101665205959688,3.6099999999999994,22.258650000000024,3.6099999999999994,10.601349999999975
197,13,5,11.35,16.06,0.4826498422712934,0.2171077237441048,4.709999999999999,12.873899999999999,4.709999999999999,1.5238999999999994
116,18,0,25.61,28.43,0.5,0.20543586946641215,2.8200000000000003,24.106999999999992,2.8200000000000003,1.5030000000000072
25,6,1,17.17,23.42,0.4962406015037594,0.12659219830366455,6.25,14.960299999999991,6.25,2.2097000000000104
181,5,0,16.19,20.0,0.48666666666666664,0.24835062789517443,3.8099999999999987,17.966100000000008,3.8099999999999987,1.7761000000000067
82,10,0,27.83,32.63,0.4922600619195047,0.23948645461011422,4.800000000000004,25.623600000000007,4.800000000000004,2.2063999999999915
114,10,1,18.34,18.34,0.4919614147909968,0.6185664368684484,0.0,18.06784999999999,0.0,0.27215000000001055
69,17,0,17.58,19.09,0.49290780141843976,0.2028737343656939,1.5100000000000016,13.954799999999999,1.5100000000000016,3.6251999999999995
199,23,1,18.16,22.85,0.49546827794561926,0.18977241686674237,4.690000000000001,18.968800000000016,4.690000000000001,0.8088000000000157
71,16,1,9.55,11.77,0.4888888888888889,0.42578031109432407,2.219999999999999,21.92070000000001,2.219999999999999,12.37070000000001
174,7,5,14.75,16.0,0.4964028776978417,0.30671486471683646,1.25,18.40190000000001,1.25,3.6519000000000084
154,10,3,18.23,22.86,0.4948096885813149,0.15471441736568434,4.629999999999999,16.4865,4.629999999999999,1.743500000000001
168,22,3,20.38,20.38,0.4967532467532468,0.8842671194114318,0.0,23.275299999999984,0.0,2.8952999999999847
115,4,4,18.32,21.75,0.495176848874598,0.1807946143783164,3.4299999999999997,17.9873,3.4299999999999997,0.3326999999999991
199,0,5,25.02,29.39,0.49546827794561926,0.18977241686674237,4.370000000000001,23.63714999999999,4.370000000000001,1.3828500000000084
2,6,4,9.15,11.32,0.4928571428571428,0.47999301828337043,2.17,21.0966,2.17,11.946599999999998
196,9,1,26.28,32.25,0.4928571428571428,0.1418911145483133,5.969999999999999,20.99710000000001,5.969999999999999,5.282899999999991
165,15,0,20.07,22.64,0.48821548821548816,0.4139319809069212,2.5700000000000003,21.489900000000002,2.5700000000000003,1.419900000000002
